0,1
0.5,0.5
0.49276,0.50724
0.468861,0.53113896
0.4465213,0.5534787
0.4255576,0.5744424
0.4064987,0.59350127
0.38903973,0.61096025
0.37254098,0.627459
0.35738817,0.64261186
0.34228057,0.65771943
0.32845187,0.6715481
0.3154879,0.6845121
0.30348235,0.6965177
0.29152852,0.70847154
0.28069857,0.7193014
0.27034113,0.72965884
0.26049986,0.73950016
0.2512404,0.74875957
0.2425148,0.7574852
0.23424356,0.7657564
0.22638294,0.7736171
0.2189943,0.7810057
0.21189098,0.788109
0.20521192,0.794788
0.19894479,0.8010552
0.19281305,0.80718696
0.18700233,0.8129977
0.18180053,0.81819946
0.17672224,0.8232777
0.17184845,0.8281516
0.16713816,0.8328619
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
